Jenis_Biji,Asal_Daerah,Ketinggian_Tanam_mdpl,Suhu_Roasting_C,Waktu_Roasting_Menit,Kelembapan_Persen,Skor_Cacat,Status_QC
Arabica,Sumatera,1871.5,208.1,14.5,11.59,3.8,Rejected
Arabica,Sulawesi,1479.3,205.4,8.9,10.05,3.5,Approved
Robusta,Bali,831.6,202.8,10.8,8.64,2.7,Approved
Arabica,Jawa,1919.2,202.4,13.6,12.46,2.0,Approved
Robusta,Jawa,1175.1,199.6,11.1,13.09,2.3,Rejected
Arabica,Bali,1635.8,202.8,10.4,13.34,3.3,Rejected
Arabica,Sulawesi,1337.5,194.4,14.0,11.28,2.2,Approved
Arabica,Sumatera,1490.2,201.3,9.4,11.94,0.8,Rejected
Robusta,Bali,942.9,203.4,11.4,13.05,0.9,Rejected
Arabica,Bali,1566.2,208.0,12.7,10.04,4.5,Rejected
Arabica,Sulawesi,1790.2,204.8,10.9,12.67,0.0,Approved
Arabica,Jawa,1675.9,209.0,13.6,11.41,2.4,Approved
Arabica,Sulawesi,1284.5,211.7,10.9,12.37,6.2,Approved
Arabica,Bali,1775.3,210.3,14.8,11.28,2.4,Approved
Robusta,Bali,549.3,207.4,11.7,12.94,10.2,Rejected
Robusta,Jawa,1105.4,205.1,13.3,11.34,2.3,Approved
Robusta,Jawa,870.3,200.1,13.5,8.77,0.1,Rejected
Robusta,Jawa,726.2,208.7,10.7,13.18,3.5,Approved
Arabica,Sulawesi,1492.8,213.4,7.9,9.58,0.7,Approved
Robusta,Jawa,654.1,206.7,12.7,12.88,1.2,Approved
Arabica,Bali,1186.4,214.6,12.1,,0.7,Approved
Arabica,Bali,1569.3,197.4,13.1,12.76,0.6,Approved
Arabica,Sumatera,2002.3,199.2,11.5,12.7,1.1,Approved
Arabica,Sulawesi,1132.0,,11.1,11.65,1.0,Approved
Robusta,Sumatera,582.4,206.3,16.0,11.76,2.0,Approved
Arabica,Bali,1628.1,211.6,9.1,11.63,3.4,Approved
Arabica,Sumatera,1524.6,204.9,13.5,7.98,0.7,Rejected
Arabica,Bali,1477.4,200.7,10.9,11.18,0.5,Approved
Robusta,Sumatera,916.3,203.9,11.3,9.33,2.2,Approved
Arabica,Jawa,1546.6,197.3,11.4,11.26,2.2,Approved
Arabica,Sumatera,1348.6,199.4,10.4,9.29,4.6,Approved
Arabica,Jawa,1062.0,209.9,13.1,9.22,0.0,Approved
Robusta,Jawa,912.0,209.4,14.8,13.41,3.8,Approved
Arabica,Sulawesi,1691.7,206.8,12.9,12.6,1.5,Rejected
Arabica,Jawa,1510.3,196.4,12.2,10.99,1.9,Approved
Arabica,Jawa,1545.8,203.2,10.0,11.28,0.2,Approved
Arabica,Sumatera,1714.9,198.9,13.0,10.63,1.1,Rejected
Arabica,Bali,1544.9,210.9,16.3,11.85,0.5,Approved
Arabica,Sulawesi,1680.8,202.1,11.2,9.99,0.6,Approved
Robusta,Jawa,799.6,199.6,11.2,12.49,1.4,Approved
Arabica,Sulawesi,1762.4,205.1,10.9,10.62,3.3,Approved
Arabica,Sumatera,1564.2,201.8,11.0,10.37,2.7,Approved
Robusta,Jawa,743.8,212.4,6.5,11.03,1.8,Approved
Arabica,Sumatera,1246.0,201.3,12.8,,1.6,Approved
Arabica,Sulawesi,1557.4,198.0,10.3,11.49,1.1,Approved
Arabica,Sumatera,1333.6,194.2,8.8,10.19,7.2,Approved
Arabica,Sulawesi,1372.3,204.8,13.5,11.7,1.6,Approved
Robusta,Sumatera,597.8,,9.8,12.82,0.6,Rejected
Arabica,Sulawesi,1286.8,197.9,11.3,,0.5,Approved
Robusta,Bali,1085.0,210.9,14.9,10.8,1.9,Approved
Arabica,Sumatera,1766.3,,9.2,11.69,1.5,Approved
Arabica,Sumatera,1884.1,204.9,8.9,10.35,0.0,Approved
Arabica,Bali,1255.4,211.8,12.5,11.7,3.5,Approved
Arabica,Bali,1514.3,208.3,14.3,11.83,2.4,Approved
Arabica,Sumatera,1241.3,200.9,8.9,12.62,2.2,Rejected
Robusta,Bali,703.3,199.8,12.8,10.09,0.1,Approved
Arabica,Jawa,1316.4,209.1,13.2,9.59,0.9,Approved
Robusta,Sulawesi,977.9,207.0,7.9,10.54,5.5,Approved
Arabica,Sulawesi,1420.8,205.8,13.6,9.55,4.0,Approved
Robusta,Sulawesi,717.0,200.8,13.8,11.85,0.7,Approved
Robusta,Jawa,761.9,208.0,11.4,9.26,0.3,Approved
Robusta,Bali,686.9,201.2,14.5,14.5,1.2,Rejected
Robusta,Bali,857.4,204.5,14.3,12.94,0.9,Approved
Robusta,Sumatera,968.7,212.2,12.2,11.02,2.3,Approved
Arabica,Bali,1729.3,201.7,11.1,12.3,6.8,Approved
Arabica,Sumatera,1305.3,197.1,10.1,8.54,0.9,Rejected
Arabica,Jawa,1701.4,199.7,11.9,14.79,0.1,Rejected
Robusta,Sulawesi,817.0,210.0,13.1,10.11,4.6,Approved
Arabica,Sulawesi,1454.5,206.3,11.4,10.82,0.1,Approved
Robusta,Sulawesi,771.8,204.4,7.6,8.22,6.1,Rejected
Arabica,Bali,1356.2,202.5,14.5,11.73,2.2,Approved
Arabica,Sumatera,1910.0,207.4,12.4,9.34,5.7,Rejected
Arabica,Sumatera,1500.1,200.8,11.2,11.15,0.4,Approved
Arabica,Jawa,1656.4,206.5,13.7,10.18,0.1,Approved
Arabica,Bali,1341.8,201.3,15.0,9.38,1.3,Approved
Arabica,Jawa,1344.0,200.5,6.4,9.79,1.2,Approved
Arabica,Sumatera,1716.4,201.8,12.9,11.34,0.8,Approved
Arabica,Sumatera,1230.1,203.1,9.1,9.08,6.3,Approved
Arabica,Sulawesi,1417.0,204.8,13.0,9.88,3.5,Rejected
Arabica,Bali,1506.8,206.2,12.3,11.99,2.2,Approved
Robusta,Sumatera,1065.0,186.6,13.3,14.9,0.4,Approved
Arabica,Sulawesi,1464.2,201.0,11.0,11.72,2.7,Approved
Arabica,Bali,1579.2,203.0,8.3,9.62,2.6,Approved
Arabica,Jawa,1638.6,212.5,11.1,10.45,1.1,Approved
Arabica,Bali,1646.9,199.6,12.8,11.05,5.2,Approved
Arabica,Bali,1302.8,205.8,14.0,10.48,0.4,Approved
Arabica,Sumatera,1443.2,212.5,9.7,12.35,0.6,Approved
Arabica,Sumatera,1739.0,198.4,14.1,11.33,0.1,Approved
Arabica,Bali,1678.9,207.0,10.7,12.36,3.2,Approved
Arabica,Sumatera,1225.4,201.0,12.7,10.53,1.9,Approved
Robusta,Sumatera,533.1,202.5,11.0,12.99,0.8,Rejected
Robusta,Sumatera,659.0,201.0,12.4,10.75,0.4,Approved
Arabica,Sulawesi,1509.4,201.3,13.8,9.54,0.1,Approved
Arabica,Sulawesi,1879.6,218.6,9.5,14.27,0.4,Rejected
Arabica,Bali,1310.4,209.2,10.6,8.26,1.2,Rejected
Arabica,Sumatera,1333.1,210.5,12.4,9.89,0.6,Approved
Robusta,Sulawesi,942.9,207.5,16.8,10.06,0.6,Approved
Arabica,Bali,1191.4,197.0,10.3,14.76,4.2,Approved
Arabica,Sumatera,1373.4,207.0,16.1,13.71,1.4,Approved
Arabica,Jawa,1619.3,210.4,16.0,13.24,2.6,Rejected
Robusta,Sumatera,929.7,200.7,11.8,10.5,0.1,Approved
Arabica,Sumatera,1452.8,209.8,11.4,14.64,0.9,Approved
Arabica,Sulawesi,1648.8,208.5,10.6,11.55,1.3,Approved
Arabica,Bali,1584.3,214.3,11.9,12.47,0.4,Approved
Arabica,Bali,1553.4,202.9,9.2,11.27,0.3,Rejected
Arabica,Sulawesi,1432.2,199.5,11.8,10.93,4.1,Approved
Arabica,Sumatera,1574.0,203.2,15.0,10.62,5.6,Rejected
Arabica,Jawa,1475.3,212.2,10.8,10.69,0.2,Approved
Arabica,Sumatera,1591.6,195.9,11.5,11.91,0.9,Approved
Arabica,Sumatera,1400.6,194.7,8.6,11.55,6.4,Rejected
Arabica,Jawa,1463.5,205.4,12.7,10.95,0.2,Approved
Arabica,Sulawesi,1302.0,202.8,12.5,13.26,2.1,Rejected
Arabica,Bali,1493.0,205.0,12.1,6.55,7.2,Rejected
Robusta,Sulawesi,914.1,209.7,11.6,11.76,7.7,Approved
Arabica,Sulawesi,1277.2,202.2,11.4,12.08,1.3,Approved
Arabica,Sumatera,1551.7,195.6,13.0,12.72,0.4,Approved
Arabica,Bali,1542.5,215.2,11.9,10.9,0.5,Rejected
Arabica,Bali,1656.6,200.0,12.6,11.31,4.4,Approved
Robusta,Sulawesi,940.8,199.7,12.4,12.48,4.9,Approved
Arabica,Jawa,1581.6,210.5,14.2,13.24,1.9,Rejected
Robusta,Sulawesi,812.4,203.1,13.4,10.55,2.9,Approved
Arabica,Jawa,1589.0,204.7,12.4,11.4,2.7,Approved
Arabica,Bali,1334.9,207.4,15.0,13.52,2.2,Approved
Robusta,Sulawesi,668.6,210.4,12.8,7.81,3.5,Approved
Robusta,Sumatera,679.1,203.3,14.6,9.96,2.3,Approved
Robusta,Sulawesi,951.5,212.6,13.2,13.2,1.5,Approved
Robusta,Bali,793.3,194.3,8.3,12.64,0.5,Approved
Arabica,Sumatera,1532.1,208.8,14.6,11.78,2.7,Approved
Robusta,Sumatera,699.3,200.8,12.3,10.33,1.3,Approved
Arabica,Jawa,1428.0,211.9,11.9,9.68,0.7,Approved
Robusta,Sumatera,661.6,205.7,12.6,10.11,3.2,Approved
Arabica,Sumatera,1574.7,201.6,11.3,13.32,2.4,Rejected
Robusta,Sulawesi,578.2,208.3,12.5,10.06,5.5,Rejected
Arabica,Bali,1738.5,209.5,10.8,11.15,0.4,Approved
Arabica,Jawa,1248.4,208.2,14.5,9.87,2.1,Approved
Arabica,Sulawesi,1646.3,199.9,11.8,12.26,0.6,Approved
Robusta,Sumatera,907.5,202.6,11.2,10.19,4.7,Approved
Arabica,Sumatera,1471.6,205.0,10.2,10.85,0.2,Approved
Arabica,Jawa,1567.7,204.8,12.5,8.47,2.1,Approved
Arabica,Bali,1705.9,208.7,12.4,8.58,3.1,Rejected
Arabica,Jawa,1674.5,194.9,12.8,11.01,0.9,Approved
Robusta,Sulawesi,703.8,206.7,9.9,9.01,6.2,Approved
Arabica,Jawa,1664.0,203.6,8.8,14.16,3.8,Approved
Robusta,Sumatera,602.2,200.8,13.3,7.91,0.7,Approved
Arabica,Sulawesi,1514.6,201.3,15.0,9.8,0.0,Approved
Arabica,Sumatera,1514.6,203.9,9.9,11.03,0.7,Approved
Robusta,Bali,1001.8,187.0,15.2,10.45,0.7,Approved
Arabica,Sumatera,1738.3,201.5,12.6,9.34,4.4,Approved
Arabica,Sumatera,1483.3,200.6,12.0,9.56,6.8,Approved
Arabica,Jawa,1276.1,207.7,11.2,9.51,0.1,Approved
Robusta,Sumatera,748.7,201.0,9.2,10.57,1.3,Approved
Arabica,Sulawesi,1535.7,203.9,14.0,13.93,1.6,Rejected
Robusta,Sulawesi,807.2,212.7,10.4,11.12,0.2,Approved
Robusta,Bali,715.4,210.0,10.4,12.77,0.9,Rejected
Arabica,Sulawesi,1329.9,209.5,14.0,11.76,0.8,Approved
Arabica,Jawa,1997.0,202.5,8.2,12.67,1.5,Approved
Arabica,Bali,1553.0,207.7,9.0,6.8,2.2,Approved
Arabica,Sulawesi,1755.1,203.8,12.0,10.54,2.4,Approved
Arabica,Jawa,1469.7,204.0,12.6,12.96,0.3,Rejected
Arabica,Sulawesi,1606.7,207.0,13.0,10.14,3.4,Approved
Arabica,Sulawesi,1667.9,202.0,11.4,13.64,2.3,Approved
Robusta,Sumatera,849.7,212.5,17.1,13.23,4.4,Approved
Robusta,Sulawesi,642.9,204.2,11.5,10.3,1.2,Approved
Robusta,Sulawesi,1056.7,208.1,11.5,10.25,4.5,Approved
Arabica,Jawa,1437.0,212.3,10.4,9.48,4.0,Approved
Arabica,Jawa,1385.7,210.2,12.2,,1.2,Approved
Arabica,Sumatera,1566.5,198.0,13.2,9.15,1.0,Approved
Robusta,Sulawesi,784.3,207.2,14.4,11.64,5.4,Approved
Arabica,Sumatera,1455.5,209.3,9.0,8.82,2.5,Approved
Robusta,Sulawesi,796.2,209.5,11.5,11.91,5.3,Rejected
Arabica,Bali,1790.5,199.4,12.9,11.94,3.2,Approved
Arabica,Bali,1316.7,201.7,13.2,8.51,1.9,Approved
Robusta,Sumatera,709.4,210.0,12.0,13.32,0.2,Approved
Arabica,Sumatera,1471.9,201.2,13.1,11.77,0.7,Approved
Robusta,Sumatera,487.1,203.5,10.4,12.12,6.9,Approved
Robusta,Jawa,946.1,212.9,15.1,9.86,0.8,Approved
Arabica,Jawa,1770.4,204.8,14.0,11.93,0.2,Approved
Arabica,Jawa,1584.8,201.4,9.3,12.69,2.5,Approved
Arabica,Sumatera,1507.9,200.6,9.8,10.85,2.6,Approved
Robusta,Sulawesi,813.1,206.7,9.9,14.0,0.7,Approved
Arabica,Bali,1236.8,198.3,13.4,11.07,0.7,Approved
Arabica,Sumatera,1556.2,203.8,9.4,12.71,1.3,Approved
Arabica,Jawa,1073.5,206.7,11.3,11.44,0.0,Approved
Robusta,Jawa,859.2,211.5,12.9,11.88,3.1,Approved
Arabica,Sumatera,1468.4,208.3,11.9,8.49,0.8,Approved
Robusta,Sumatera,867.6,201.4,12.5,11.56,3.8,Approved
Robusta,Jawa,760.7,210.9,9.9,9.9,3.2,Approved
Arabica,Sulawesi,1463.7,203.5,13.2,9.73,2.2,Approved
Arabica,Jawa,1478.7,198.8,10.8,13.62,0.8,Approved
Robusta,Jawa,734.9,204.1,11.4,10.68,1.5,Approved
Arabica,Sumatera,1840.6,212.2,12.5,9.5,1.2,Approved
Robusta,Sulawesi,684.9,205.8,12.2,10.46,0.8,Approved
Arabica,Jawa,1142.7,205.1,12.0,9.05,3.8,Approved
Arabica,Jawa,1375.6,213.2,10.5,13.15,1.3,Approved
Robusta,Bali,617.8,197.8,11.4,9.96,3.6,Approved
Arabica,Sumatera,1599.4,198.6,12.0,11.79,0.2,Approved
Arabica,Bali,1714.0,196.9,9.2,13.03,0.3,Approved
Arabica,Bali,1260.1,206.9,11.1,10.25,7.6,Rejected
Arabica,Jawa,1036.8,205.8,12.8,11.8,1.8,Approved
Arabica,Sumatera,1671.6,212.7,9.4,9.45,1.4,Approved
Arabica,Sulawesi,1334.4,206.2,14.3,14.67,1.5,Approved
Robusta,Jawa,953.4,203.0,14.5,12.4,0.5,Approved
Arabica,Sulawesi,1529.0,205.0,9.5,10.71,2.5,Approved
Arabica,Sulawesi,1658.6,205.6,14.7,9.84,0.2,Approved
Arabica,Sumatera,1475.6,196.6,11.7,10.83,1.7,Approved
Robusta,Bali,886.9,218.6,12.8,10.49,1.7,Approved
Arabica,Sumatera,1468.1,207.6,11.0,13.93,4.9,Approved
Robusta,Sulawesi,705.8,206.1,13.8,9.16,1.5,Approved
Arabica,Jawa,1230.4,208.1,12.8,11.2,0.3,Approved
Arabica,Sulawesi,1357.1,208.5,10.4,10.97,1.7,Approved
Arabica,Jawa,1604.3,204.3,9.7,10.82,0.2,Approved
Arabica,Jawa,1564.3,201.8,9.1,10.84,0.5,Rejected
Arabica,Sumatera,1533.6,208.0,12.4,10.83,0.1,Approved
Arabica,Sulawesi,1301.0,206.9,13.1,12.31,1.4,Approved
Robusta,Bali,855.0,201.0,13.3,11.91,0.2,Rejected
Arabica,Sulawesi,1064.6,212.1,11.8,11.63,1.3,Approved
Arabica,Sulawesi,1535.7,206.5,9.7,6.45,5.4,Rejected
Arabica,Bali,1785.8,208.6,10.6,11.45,2.5,Approved
Robusta,Sumatera,653.5,212.0,14.3,8.52,0.2,Rejected
Arabica,Sulawesi,1382.8,205.1,11.0,,0.5,Approved
Arabica,Sulawesi,1565.8,206.6,12.3,13.21,2.2,Rejected
Arabica,Jawa,1750.6,209.1,9.8,9.61,4.5,Approved
Robusta,Sulawesi,596.6,201.4,12.7,10.61,0.1,Approved
Arabica,Bali,1361.5,205.3,11.1,10.1,3.3,Approved
Arabica,Jawa,1106.2,205.6,14.1,12.85,1.7,Approved
Robusta,Sumatera,885.6,200.2,13.5,11.14,1.6,Approved
Robusta,Jawa,750.3,216.6,11.0,13.59,6.3,Rejected
Arabica,Bali,1555.5,198.0,11.7,,2.8,Approved
Robusta,Bali,928.0,198.5,10.9,11.36,3.8,Approved
Arabica,Jawa,1564.4,211.6,9.2,11.1,0.9,Approved
Arabica,Sumatera,1497.8,208.6,10.3,12.23,1.6,Approved
Arabica,Jawa,1337.4,199.9,12.4,8.39,1.9,Approved
Arabica,Sumatera,1664.7,208.0,12.7,11.13,0.8,Approved
Arabica,Jawa,1545.2,212.3,12.3,10.89,1.7,Approved
Robusta,Bali,752.2,204.8,11.4,12.09,0.5,Approved
Arabica,Sulawesi,1304.9,218.0,13.9,10.72,0.3,Rejected
Arabica,Sulawesi,1760.7,196.4,12.1,9.44,0.9,Approved
Arabica,Sumatera,1632.9,208.5,13.4,11.01,2.7,Approved
Robusta,Sumatera,556.5,210.8,8.5,,5.0,Approved
Arabica,Sumatera,1700.4,209.5,4.2,8.11,1.2,Approved
Arabica,Bali,1400.5,204.0,12.6,12.09,2.1,Approved
Arabica,Jawa,1343.6,203.5,9.2,11.87,0.2,Approved
Arabica,Bali,1348.1,207.2,11.6,11.7,4.7,Approved
Robusta,Sulawesi,846.2,209.1,11.4,12.95,1.7,Rejected
Robusta,Sumatera,604.6,208.0,15.2,10.0,3.0,Approved
Arabica,Jawa,1133.8,210.2,12.8,8.85,3.2,Approved
Robusta,Sulawesi,746.6,199.9,12.3,10.89,0.6,Approved
Arabica,Sulawesi,1084.9,203.9,13.7,10.48,1.5,Approved
Robusta,Sulawesi,904.7,200.3,12.7,9.74,6.5,Rejected
Arabica,Bali,1469.9,203.1,11.1,10.88,0.2,Approved
Arabica,Sumatera,1434.7,210.1,14.1,10.08,2.3,Approved
Arabica,Sulawesi,1291.5,205.5,9.8,8.25,6.6,Rejected
Arabica,Sumatera,1265.6,218.0,12.6,10.34,0.7,Approved
Arabica,Bali,1592.9,206.0,8.9,9.3,4.0,Approved
Arabica,Sulawesi,1389.9,205.3,12.4,11.35,5.4,Approved
Arabica,Bali,1563.3,,12.4,10.02,2.7,Approved
Robusta,Bali,1091.3,201.8,15.4,12.67,0.5,Rejected
Arabica,Sumatera,1536.2,204.7,8.9,13.41,0.8,Approved
Arabica,Sulawesi,1760.7,210.6,10.8,12.02,0.1,Approved
Robusta,Bali,556.2,205.6,13.6,8.67,3.6,Rejected
Arabica,Sulawesi,1417.5,201.0,12.7,13.26,3.8,Approved
Arabica,Sumatera,1551.4,200.4,12.4,13.36,2.0,Approved
Arabica,Bali,1451.9,202.7,10.1,11.03,0.9,Approved
Robusta,Sumatera,757.3,205.4,10.8,12.98,0.2,Approved
Arabica,Sulawesi,1434.9,211.0,14.5,10.17,2.8,Approved
Arabica,Sulawesi,1467.1,198.3,11.9,8.2,2.6,Approved
Robusta,Sumatera,761.3,203.4,12.8,,4.9,Approved
Robusta,Jawa,876.5,205.7,11.8,13.59,2.6,Rejected
Arabica,Bali,1296.8,195.8,9.6,8.76,3.5,Approved
Arabica,Sulawesi,1222.3,200.8,13.9,11.0,2.7,Approved
Arabica,Sulawesi,1179.9,201.6,13.0,11.05,2.0,Approved
Robusta,Bali,738.4,201.0,16.6,10.23,1.1,Approved
Arabica,Sumatera,1531.9,206.0,10.0,10.33,4.6,Approved
Arabica,Sumatera,1321.4,204.2,13.6,11.11,2.1,Approved
Robusta,Sumatera,820.5,202.2,9.4,10.16,1.0,Approved
Arabica,Jawa,1506.9,207.1,12.3,,0.2,Approved
Arabica,Jawa,1106.3,,14.0,11.32,0.7,Approved
Arabica,Sulawesi,1631.0,213.2,7.9,12.61,1.6,Approved
Arabica,Sumatera,1662.2,195.4,11.6,12.3,0.6,Approved
Arabica,Bali,1301.2,207.9,10.9,9.79,0.5,Approved
Arabica,Sulawesi,1584.0,204.1,10.6,9.12,1.5,Approved
Arabica,Bali,1328.7,205.8,12.8,10.57,0.4,Approved
Arabica,Sulawesi,1519.5,203.0,14.2,13.35,3.2,Rejected
Robusta,Jawa,434.7,205.6,11.7,,1.3,Approved
Arabica,Sulawesi,1141.4,205.8,12.4,12.06,1.7,Approved
Robusta,Jawa,677.8,202.1,12.2,12.33,0.3,Approved
Arabica,Sulawesi,1475.3,200.5,12.0,11.63,0.8,Approved
Robusta,Sumatera,612.5,202.8,9.8,11.18,1.1,Rejected
Robusta,Bali,760.2,206.2,14.2,11.99,3.3,Approved
Arabica,Sumatera,1420.0,208.0,12.6,10.18,2.9,Approved
Robusta,Sulawesi,840.3,209.3,12.8,8.88,0.5,Approved
Robusta,Sulawesi,632.8,202.5,10.4,12.08,1.9,Approved
Arabica,Sulawesi,1536.5,206.4,11.1,12.86,0.6,Rejected
Arabica,Jawa,1366.0,209.8,11.6,9.32,8.9,Approved
Arabica,Bali,1734.3,210.8,8.9,12.23,6.1,Rejected
Robusta,Bali,783.6,204.7,8.6,13.52,1.7,Approved
Robusta,Sulawesi,805.2,,10.8,11.0,2.4,Approved
Robusta,Sulawesi,824.1,206.0,13.0,9.77,3.2,Approved
Arabica,Jawa,1596.2,199.3,10.7,11.18,2.6,Approved
Robusta,Sumatera,764.5,204.0,10.0,10.17,2.4,Rejected
Arabica,Sumatera,1394.3,208.7,10.4,10.07,6.4,Rejected
Arabica,Bali,1707.2,208.2,11.1,11.65,1.8,Approved
Arabica,Jawa,1215.4,203.6,11.3,,2.0,Approved
Arabica,Sulawesi,1306.0,206.1,16.3,8.83,3.8,Approved
Arabica,Bali,1420.5,200.9,14.1,11.03,2.2,Approved
Arabica,Jawa,1747.5,208.5,14.0,10.97,2.6,Approved
Arabica,Sumatera,1576.0,204.6,14.3,11.52,0.5,Approved
Arabica,Jawa,1306.4,203.6,10.0,13.81,0.9,Approved
Arabica,Sumatera,1437.9,203.2,9.6,11.16,0.3,Approved
Arabica,Jawa,1377.1,204.7,9.8,11.9,1.4,Approved
Arabica,Bali,1358.0,202.8,14.7,9.54,1.2,Approved
Arabica,Sumatera,1695.8,208.3,10.9,12.15,11.7,Approved
Arabica,Bali,1225.7,,9.5,10.21,1.9,Approved
Arabica,Bali,1821.8,213.0,11.1,11.11,3.1,Rejected
Arabica,Sumatera,1665.6,212.3,11.5,10.84,0.8,Approved
Arabica,Sumatera,1718.2,200.5,12.5,12.55,3.6,Approved
Arabica,Sulawesi,1407.4,,12.5,9.04,1.9,Approved
Arabica,Sulawesi,1470.0,201.7,10.3,7.58,2.4,Approved
Robusta,Sulawesi,715.2,203.4,13.4,10.68,0.7,Approved
Arabica,Bali,1395.1,215.0,10.7,11.7,1.6,Rejected
Arabica,Bali,1598.7,,11.7,11.23,2.0,Approved
Arabica,Sulawesi,1759.2,206.8,13.4,12.85,1.8,Approved
Arabica,Bali,1278.6,207.7,10.7,11.66,4.9,Approved
Arabica,Bali,1426.9,200.0,10.9,10.15,4.6,Approved
Arabica,Sumatera,1469.7,200.7,13.2,7.51,7.1,Rejected
Arabica,Sumatera,1220.8,199.0,10.3,10.64,2.2,Approved
Arabica,Bali,1618.3,200.6,11.2,12.54,7.1,Rejected
Arabica,Sulawesi,1355.2,190.7,13.1,10.41,3.6,Approved
Robusta,Jawa,705.3,207.7,16.1,11.04,0.6,Approved
Robusta,Sulawesi,986.5,215.3,13.2,11.63,1.1,Rejected
Robusta,Jawa,984.2,205.7,12.9,9.48,0.5,Approved
Robusta,Sulawesi,749.8,197.9,13.1,11.93,0.0,Approved
Arabica,Sumatera,1456.9,201.8,9.9,13.46,0.4,Approved
Arabica,Bali,1425.6,202.7,12.2,10.74,0.0,Approved
Arabica,Bali,1354.3,199.9,11.9,9.31,2.5,Approved
Arabica,Sumatera,1563.9,209.3,12.6,10.9,1.1,Approved
Robusta,Jawa,695.3,209.1,12.2,7.66,0.7,Approved
Arabica,Jawa,1528.0,199.2,12.8,11.51,2.9,Approved
Robusta,Jawa,742.0,208.6,11.4,11.68,3.6,Approved
Arabica,Sumatera,1222.0,,12.1,13.51,7.4,Rejected
Robusta,Jawa,831.2,214.5,9.5,10.71,2.1,Approved
Arabica,Sumatera,1280.5,219.3,11.4,11.61,1.2,Rejected
Arabica,Sulawesi,1204.6,200.5,14.8,9.71,0.7,Rejected
Arabica,Sulawesi,1352.1,219.1,12.6,10.47,0.5,Rejected
Arabica,Sumatera,1738.4,203.2,12.0,8.71,0.5,Rejected
Arabica,Bali,1690.0,202.0,15.8,10.71,1.1,Approved
Arabica,Sulawesi,1548.6,206.6,9.3,10.54,9.6,Rejected
Robusta,Jawa,677.4,202.1,9.8,11.45,0.0,Approved
Arabica,Sumatera,1460.7,207.0,15.4,10.06,0.4,Approved
Arabica,Jawa,1560.3,198.4,12.1,11.13,0.4,Approved
Arabica,Jawa,1535.1,203.8,11.5,10.5,2.5,Rejected
Robusta,Bali,900.8,211.4,9.6,10.5,0.9,Approved
Arabica,Jawa,1321.9,204.7,12.9,11.12,1.2,Approved
Arabica,Bali,1487.2,205.7,13.1,11.06,0.3,Approved
Arabica,Sulawesi,1607.3,207.4,9.8,12.14,1.0,Rejected
Arabica,Sumatera,1060.8,210.9,11.7,10.82,0.2,Approved
Arabica,Jawa,1467.6,196.7,11.3,10.48,1.5,Approved
Arabica,Sumatera,1528.6,207.9,12.5,10.73,0.2,Approved
Arabica,Jawa,1669.9,203.7,9.8,9.93,3.1,Approved
Robusta,Sumatera,765.8,205.8,14.5,10.46,1.7,Approved
Arabica,Jawa,1616.5,210.3,13.8,14.05,2.6,Approved
Arabica,Jawa,1340.0,199.0,11.3,9.63,1.1,Approved
Arabica,Jawa,1118.4,199.9,11.6,10.58,1.0,Approved
Robusta,Jawa,867.6,195.3,11.7,10.42,0.2,Approved
Arabica,Jawa,1700.3,202.3,10.4,10.63,1.5,Approved
Robusta,Jawa,564.3,211.7,11.1,10.5,1.4,Rejected
Arabica,Jawa,1642.1,204.4,11.5,11.42,1.3,Rejected
Arabica,Jawa,1585.9,198.3,15.2,8.43,2.7,Approved
Arabica,Jawa,1575.9,202.6,13.9,12.56,3.6,Rejected
Robusta,Sumatera,789.5,197.6,13.9,11.95,2.8,Approved
Arabica,Bali,1474.0,199.4,12.7,9.14,0.3,Approved
Robusta,Jawa,777.2,206.9,9.8,7.6,1.9,Approved
Robusta,Bali,959.0,199.1,11.9,9.53,0.2,Approved
Arabica,Jawa,1823.0,210.6,13.9,10.64,2.4,Approved
Arabica,Jawa,1435.6,204.6,9.5,14.87,1.0,Approved
Arabica,Sumatera,1765.1,205.4,13.3,11.81,0.3,Approved
Arabica,Sulawesi,1218.6,203.6,16.6,8.29,4.0,Approved
Robusta,Sulawesi,1050.7,208.9,14.1,9.97,1.9,Approved
Robusta,Sumatera,664.8,,14.8,10.92,0.9,Approved
Arabica,Bali,1216.9,206.7,12.4,11.38,0.1,Approved
Arabica,Sulawesi,1543.7,207.8,13.9,9.03,1.5,Rejected
Robusta,Sumatera,988.6,203.9,10.6,10.8,5.1,Rejected
Arabica,Sumatera,1331.0,207.7,13.6,9.92,1.8,Rejected
Robusta,Sulawesi,764.8,203.3,13.3,9.34,7.1,Approved
Arabica,Bali,1481.6,205.0,12.6,11.39,0.3,Approved
Arabica,Sumatera,1482.5,203.6,14.6,12.16,1.7,Approved
Arabica,Jawa,1609.7,,10.9,12.26,3.2,Approved
Arabica,Bali,1689.9,201.6,11.6,11.86,1.5,Approved
Arabica,Bali,1488.1,207.3,12.2,10.25,0.2,Approved
Arabica,Sulawesi,1871.1,211.6,9.9,12.07,1.7,Approved
Arabica,Sulawesi,1544.8,210.9,12.5,11.46,1.9,Approved
Robusta,Jawa,896.6,198.7,8.6,11.2,2.6,Approved
Robusta,Sumatera,812.3,211.4,14.1,10.08,2.9,Approved
